exchange,symbol,date,increase,retracement
gateio,MATHUSDT,2025-07-01,0.5369,0.512
gateio,MATR1XUSDT,2025-05-23,0.5241,1.5624
gateio,MAVUSDT,2025-06-13,0.8317,1.0437
gateio,MAVIAUSDT,2025-06-26,0.505,0.437
gateio,MAYUSDT,2025-11-12,0.6375,1.481
gateio,MBGUSDT,2025-07-22,6.7146,0.7616
gateio,MBLUSDT,2025-09-21,0.7142,1.3936
gateio,MBOXUSDT,2025-06-22,0.5465,0.5542
gateio,MBXUSDT,2026-02-04,0.5001,1.4215
gateio,MCDXUSDT,2026-02-12,0.5878,0.9647
gateio,MCTPUSDT,2026-02-05,0.5642,1.9604
gateio,MDFUSDT,2025-07-27,0.7155,0.7862
gateio,MDTUSDT,2025-06-24,0.6263,0.7556
gateio,MDUSUSDT,2025-05-23,0.617,0.6256
gateio,MDXUSDT,2025-07-30,0.6794,0.9018
gateio,MEUSDT,2025-12-31,0.6268,0.6234
gateio,MEDUSDT,2025-09-21,0.526,1.5253
gateio,MELANIAUSDT,2025-07-08,0.5005,0.6416
gateio,MELDUSDT,2025-05-15,0.8826,1.0182
gateio,MEMEUSDT,2025-07-02,0.5096,0.3351
gateio,MEMEFIUSDT,2025-07-08,0.6054,0.563
gateio,MENGOUSDT,2025-05-15,1.7175,0.8901
gateio,MEPADUSDT,2025-07-27,2.437,0.984
gateio,MERLUSDT,2025-05-17,0.5601,1.0576
gateio,METUSDT,2025-11-04,0.5762,1.3622
gateio,META3LUSDT,2026-01-26,2.3152,1.0595
gateio,META3SUSDT,2026-01-26,1.7806,1.0695
gateio,METANUSDT,2025-06-20,0.514,0.5247
gateio,METAONUSDT,2025-09-03,1.1029,0.9844
gateio,METAXUSDT,2025-07-02,3.0042,1.0225
gateio,METFIUSDT,2025-05-25,0.6228,0.4815
gateio,METISUSDT,2025-11-05,0.5525,1.1695
gateio,METOUSDT,2025-07-09,5.0593,0.8795
gateio,MEWUSDT,2025-05-18,0.5559,1.0954
gateio,MEZOUSDT,2026-04-01,0.6667,1.6935
gateio,MFUSDT,2025-10-06,1.1844,1.5052
gateio,MGKLUSDT,2025-08-12,1.3615,0.9511
gateio,MGOUSDT,2025-06-24,6.812,0.8244
gateio,MGTUSDT,2025-05-24,2.169,0.3574
gateio,MIGGLESUSDT,2025-06-23,0.8095,0.3302
gateio,MILADYCULTUSDT,2025-06-23,0.6584,0.3445
gateio,MILOUSDT,2025-08-30,0.5088,0.7639
gateio,MINAUSDT,2025-10-17,0.5078,0.9682
gateio,MIRAUSDT,2025-09-26,1.6659,1.4075
gateio,MIRAIUSDT,2025-05-16,1.6344,1.0643
gateio,MIRRORUSDT,2025-09-08,0.9505,1.5175
gateio,MITOUSDT,2025-08-30,1.0557,0.8416
gateio,MIXUSDT,2025-05-27,0.6637,1.0027
gateio,MLUSDT,2025-09-17,1.3833,0.7915
gateio,MLCUSDT,2025-05-15,0.9508,1.1292
gateio,MLKUSDT,2025-12-16,0.5148,1.0044
gateio,MLNUSDT,2025-06-24,0.6528,0.8862
gateio,MMPROUSDT,2025-05-29,0.6093,1.1312
gateio,MMTUSDT,2025-11-04,12.1928,1.0189
gateio,MNDEUSDT,2025-05-15,0.9099,0.9377
gateio,MOBUSDT,2025-07-31,0.7479,0.8251
gateio,MOCAUSDT,2025-06-25,0.5803,0.7781
gateio,MODEUSDT,2025-06-16,0.5988,1.3144
gateio,MOGUSDT,2025-05-18,0.5136,1.3631
gateio,MONUSDT,2025-11-24,0.7921,1.2
gateio,MON3LUSDT,2025-12-08,2.6268,1.1482
gateio,MON3SUSDT,2025-11-27,3.3937,0.9639
gateio,MONKYUSDT,2025-12-19,0.6543,0.8989
gateio,MONPROUSDT,2025-06-14,0.5657,1.0685
gateio,MOODENGUSDT,2025-05-17,0.6476,1.1677
gateio,MOODENG3LUSDT,2025-05-16,0.5653,2.3045
gateio,MOODENG3SUSDT,2025-05-15,1.2741,1.6235
gateio,MOODENGETHUSDT,2025-06-23,0.8471,0.6131
gateio,MOOOUSDT,2025-07-27,0.6774,0.9824
gateio,MOOVUSDT,2025-07-08,0.7533,0.6427
gateio,MOREUSDT,2025-06-27,6.3333,1.0582
gateio,MOVEUSDT,2025-06-20,0.5219,0.7607
gateio,MOVRUSDT,2026-03-30,3.3403,0.6584
gateio,MPUSDT,2025-06-09,0.5218,0.8472
gateio,MPLXUSDT,2025-06-29,0.5877,0.3034
gateio,MRLNUSDT,2025-09-16,2.3208,1.0564
gateio,MRSOONUSDT,2025-05-15,0.893,1.0795
gateio,MSOLUSDT,2025-06-23,0.5018,0.7643
gateio,MSQUSDT,2025-05-15,1.155,0.5891
gateio,MSTARUSDT,2025-05-15,0.572,1.7266
gateio,MSTR3LUSDT,2026-02-02,0.5258,1.8002
gateio,MSTR3SUSDT,2026-01-26,9.6717,0.9914
gateio,MTOSUSDT,2025-06-08,0.9112,0.942
gateio,MTRGUSDT,2025-05-16,0.5037,0.7038
gateio,MTVUSDT,2025-07-06,0.6131,0.6604
gateio,MUBARAKUSDT,2025-05-18,0.5205,1.2869
gateio,MULTIUSDT,2025-05-22,0.511,0.7912
gateio,MUSEUSDT,2025-07-04,0.8543,0.8506
gateio,MVUSDT,2026-03-01,0.5861,0.5857
gateio,MVRKUSDT,2025-09-18,4.872,1.1012
gateio,MYUSDT,2025-11-05,3.9997,0.3927
gateio,MYROUSDT,2025-06-23,0.6087,0.3187
gateio,MYXUSDT,2025-09-14,0.5035,1.6286
gateio,NACHOUSDT,2025-06-03,0.573,1.0444
gateio,NAFTUSDT,2025-07-31,1.5431,0.96
gateio,NAKAUSDT,2025-09-29,0.647,1.1425
gateio,NANOUSDT,2025-10-18,0.8458,0.6472
gateio,NAORISUSDT,2025-08-23,4.0924,0.5658
gateio,NAPUSDT,2025-05-15,0.7277,1.7733
gateio,NATIXUSDT,2025-05-15,1.7929,0.4819
gateio,NAVXUSDT,2025-07-09,0.5049,0.3449
gateio,NAWSUSDT,2025-05-15,1.9993,0.8633
gateio,NBLUUSDT,2025-11-21,1.7124,0.9863
gateio,NBSUSDT,2025-05-15,0.8556,1.1949
gateio,NBTUSDT,2025-07-30,1.5324,0.966
gateio,NCUSDT,2025-06-14,0.5379,1.5737
gateio,NCNUSDT,2025-05-15,0.5163,1.5778
gateio,NCTUSDT,2025-06-22,0.5048,0.9336
gateio,NEARUSDT,2025-10-31,0.5167,0.8433
gateio,NEAR3LUSDT,2025-05-18,0.5318,1.9601
gateio,NEAR3SUSDT,2025-05-15,0.6609,0.4763
gateio,NEAR5LUSDT,2025-05-18,0.7852,2.0197
gateio,NEAR5SUSDT,2025-05-15,0.8575,1.3651
gateio,NEIROUSDT,2025-05-18,0.5034,1.2345
gateio,NEKOUSDT,2025-07-22,109.0,1.0057
gateio,NEONUSDT,2025-06-19,0.5385,1.1295
gateio,NEROUSDT,2025-07-28,1.9888,1.2309
gateio,NESSUSDT,2026-01-01,0.5338,1.4427
gateio,NETMINDUSDT,2025-08-19,0.7978,0.8305
gateio,NETXUSDT,2025-07-01,0.5473,0.9369
gateio,NEUROUSDT,2025-05-16,1.6589,1.1027
gateio,NEWTUSDT,2025-06-24,0.8913,1.3475
gateio,NEXIUSDT,2026-03-09,0.8939,1.8116
gateio,NFEUSDT,2025-05-17,0.5466,1.6635
gateio,NFLXONUSDT,2025-09-03,8.1999,1.0036
gateio,NFPUSDT,2025-06-23,0.6669,0.4143
gateio,NIBIUSDT,2025-12-19,0.5965,1.6633
gateio,NIGHTUSDT,2025-12-10,2.002,0.5396
gateio,NIGHT3LUSDT,2026-01-19,0.5614,2.0887
gateio,NIGHT3SUSDT,2026-01-09,1.1157,0.6244
gateio,NIKOUSDT,2025-06-01,0.5679,1.3392
gateio,NILUSDT,2025-11-15,0.5337,2.0136
gateio,NIMUSDT,2025-08-11,0.8508,0.5035
gateio,NIZAUSDT,2025-09-23,365.666,0.8689
gateio,NKNUSDT,2025-07-05,0.5089,0.357
gateio,NMRUSDT,2025-08-09,1.7619,0.4319
gateio,NOBODYUSDT,2025-09-04,0.5356,1.4192
gateio,NODEUSDT,2025-09-26,1.6108,0.9062
gateio,NODLUSDT,2025-06-23,0.571,1.0935
gateio,NOMUSDT,2025-12-19,0.5384,0.4376
gateio,NOOTUSDT,2025-05-16,0.6022,1.1725
gateio,NOSUSDT,2025-08-27,1.6839,0.5213
gateio,NOTUSDT,2026-04-09,0.9133,0.8411
gateio,NRNUSDT,2025-05-15,0.8031,1.2097
gateio,NSUSDT,2025-08-27,0.6168,0.4304
gateio,NSDXUSDT,2025-08-29,0.6094,0.4085
gateio,NTRNUSDT,2025-08-12,0.5332,0.6981
gateio,NUMUSDT,2026-02-13,1.3201,0.8318
gateio,NUMIUSDT,2025-06-30,1.1514,0.8288
gateio,NUTSUSDT,2025-08-09,0.5932,1.0638
gateio,NUXUSDT,2025-07-09,1.9141,0.7685
gateio,NXPCUSDT,2025-05-15,18.25,0.6872
gateio,NYANUSDT,2025-05-19,0.6046,1.2463
gateio,NYMUSDT,2026-03-05,0.5204,0.4757
gateio,O4DXUSDT,2025-06-30,1.3248,0.8115
gateio,OASUSDT,2025-10-11,0.738,1.4129
gateio,OBIUSDT,2025-07-05,0.5836,0.8545
gateio,OBOLUSDT,2025-06-15,0.6218,0.4771
gateio,OBTUSDT,2025-06-18,0.5824,1.1302
gateio,OCTAUSDT,2025-06-29,0.6047,0.3413
gateio,OFCUSDT,2026-04-10,0.7837,0.8649
gateio,OGUSDT,2025-07-09,0.5236,0.4142
gateio,OGNUSDT,2025-08-02,0.6053,0.4118
gateio,OGPUUSDT,2025-05-26,0.5111,1.774
gateio,OKBUSDT,2025-07-26,2.4562,0.5802
gateio,OLUSDT,2025-05-16,0.5089,0.791
gateio,OLEUSDT,2025-07-08,0.5002,0.6207
gateio,OMIUSDT,2025-08-09,1.9997,0.375
gateio,ONUSDT,2025-10-24,1.0,1.44
gateio,ONDOUSDT,2025-07-05,0.5099,0.3841
gateio,ONDO3LUSDT,2025-06-06,0.6579,1.6815
gateio,ONDO3SUSDT,2025-05-15,0.787,0.4646
gateio,ONGUSDT,2026-03-17,0.972,0.517
gateio,ONTUSDT,2025-08-07,0.7107,0.5971
gateio,OORTUSDT,2025-08-06,0.6299,0.5399
gateio,OPUSDT,2025-07-05,0.5487,0.4503
gateio,OP3LUSDT,2025-05-17,0.575,1.9252
gateio,OP3SUSDT,2025-05-15,0.684,0.6082
gateio,OPENUSDT,2025-09-08,2.4452,1.0116
gateio,OPGUSDT,2026-04-21,2.8165,0.8894
gateio,OPN1USDT,2025-06-09,0.5511,2.3077
gateio,ORBRUSDT,2025-05-17,0.5692,1.1463
gateio,ORBSUSDT,2026-02-04,0.6257,0.8397
gateio,ORCAUSDT,2025-06-26,0.5503,0.471
gateio,ORDERUSDT,2025-07-02,0.9188,0.5456
gateio,ORDI3LUSDT,2025-05-17,0.7508,1.7864
gateio,ORDI3SUSDT,2025-05-15,0.8785,1.2316
gateio,ORIONUSDT,2025-06-18,0.5192,1.7912
gateio,ORNGUSDT,2025-05-27,0.7069,0.7363
gateio,OROUSDT,2025-05-22,0.6945,0.5855
gateio,OSHIUSDT,2025-08-03,0.5321,0.6176
gateio,OSMOUSDT,2025-07-06,0.5058,0.3675
gateio,OVLUSDT,2025-08-14,0.5873,2.0259
gateio,OVOUSDT,2025-05-15,3.0973,0.9918
gateio,OWLUSDT,2026-01-15,1.0725,1.5822
gateio,OWNUSDT,2025-05-18,0.5646,0.469
gateio,OXTUSDT,2026-03-08,0.507,1.1574
gateio,OXYUSDT,2025-06-08,1.3297,0.7656
gateio,PUSDT,2025-10-03,2.0224,0.8414
gateio,P00LSUSDT,2025-07-02,0.5074,0.632
gateio,PAALUSDT,2025-07-08,0.5318,0.4395
gateio,PACEUSDT,2025-06-15,0.5406,1.0839
gateio,PACKUSDT,2025-06-25,0.5612,0.375
gateio,PACTUSDT,2026-02-26,1.1857,1.7968
gateio,PALUSDT,2025-08-06,0.717,0.6786
gateio,PALMUSDT,2025-06-15,0.5111,0.6473
gateio,PAPARAZZIUSDT,2025-06-03,1.4587,1.3842
gateio,PARTIUSDT,2025-07-06,0.6288,0.4154
gateio,PAXG3SUSDT,2026-01-29,0.7735,0.77
gateio,PBTC35AUSDT,2025-08-01,1.6008,1.006
gateio,PELLUSDT,2025-06-06,0.5804,1.0334
gateio,PENGU3LUSDT,2025-07-18,2.2791,0.9961
gateio,PENGU3SUSDT,2025-07-23,0.6227,1.4762
gateio,PENGUINUSDT,2026-01-24,1.2594,1.6182
gateio,PEOPLE3LUSDT,2025-05-17,0.6412,2.0765
gateio,PEOPLE3SUSDT,2025-05-15,2673.7716,0.6614
gateio,PEOPLEFBUSDT,2025-05-30,0.7691,0.9435
gateio,PEPE2USDT,2026-04-22,0.9265,0.4491
gateio,PEPE3LUSDT,2025-05-16,0.7339,1.575
gateio,PEPE3SUSDT,2025-05-15,0.5135,1.7697
gateio,PEPE5LUSDT,2025-05-16,0.8693,1.8631
gateio,PEPE5SUSDT,2025-05-15,0.9153,1.7022
gateio,PEPECOINUSDT,2025-05-24,0.6211,0.9913
gateio,PEPONUSDT,2025-09-03,3.1464,1.02
gateio,PERPUSDT,2025-11-12,0.6373,1.322
gateio,PHAUSDT,2025-10-31,0.5243,1.1386
gateio,PHBUSDT,2025-06-26,0.5732,0.4621
gateio,PIUSDT,2026-02-11,0.5093,0.6727
gateio,PIEVERSEUSDT,2025-11-15,4.4456,0.4052
gateio,PIEVERSE3LUSDT,2025-11-27,4.7416,1.1874
gateio,PIEVERSE3SUSDT,2025-11-27,0.6761,2.4728
gateio,PIGGYUSDT,2025-10-28,2.6253,0.989
gateio,PINUSDT,2025-06-26,0.857,0.3852
gateio,PINEUSDT,2025-06-03,0.5213,0.8324
gateio,PINGOUSDT,2025-05-17,0.5542,0.5847
gateio,PIPEUSDT,2025-10-11,0.6095,1.7745
gateio,PIPPINUSDT,2025-05-18,0.5286,1.6213
gateio,PIPPIN3LUSDT,2026-01-30,5.9769,0.9242
gateio,PIPPIN3SUSDT,2026-01-30,0.9182,2.0866
gateio,PIRATEUSDT,2025-05-31,0.54,1.3184
gateio,PITUSDT,2025-09-26,0.5145,0.702
gateio,PIXELBTC,2025-11-04,0.643,0.5964
gateio,PIXELUSDT,2025-06-23,0.5248,0.344
gateio,PIXFIUSDT,2025-07-19,0.5705,0.8855
gateio,PLANETUSDT,2025-05-31,0.5209,1.1752
gateio,PLAYSOLANAUSDT,2025-11-14,0.9392,1.5521
gateio,PLIANUSDT,2025-05-18,1.2181,0.7791
gateio,PLSPADUSDT,2025-06-18,0.6368,0.7746
gateio,PLUMEUSDT,2025-06-21,0.5016,0.4604
gateio,PNDOUSDT,2025-06-21,2.7071,1.0118
gateio,PNGUSDT,2025-07-02,0.8214,0.3441
gateio,PNUT3LUSDT,2025-05-17,0.7258,2.0469
gateio,PNUT3SUSDT,2025-05-15,1.1642,1.212
gateio,POKTUSDT,2025-05-15,7.0972,0.6185
gateio,POL3LUSDT,2025-05-31,0.5522,1.6002
gateio,POL3SUSDT,2025-05-15,0.6626,0.51
gateio,POLCUSDT,2025-05-30,0.5597,0.6973
gateio,POLISUSDT,2025-07-01,1.3714,0.3004
gateio,POLKUSDT,2025-06-26,0.5585,0.7118
gateio,POLSUSDT,2025-05-15,0.5698,1.2321
gateio,POLYXUSDT,2025-12-19,0.5259,0.8533
gateio,PONDUSDT,2025-08-01,0.5548,0.7333
gateio,POOLUSDT,2025-05-15,0.5049,1.3215
gateio,POOLXUSDT,2025-05-15,0.6032,1.2558
gateio,POPCAT3LUSDT,2025-05-17,1.2076,1.6062
gateio,POPCAT3SUSDT,2025-05-15,1.1861,0.6616
gateio,PORTUSDT,2025-05-15,0.5481,0.9424
gateio,PORT3USDT,2025-05-16,0.944,0.735
gateio,PORTALUSDT,2025-05-15,0.5319,1.4264
gateio,PORTALSUSDT,2025-09-16,1.0953,1.6015
gateio,PORTOUSDT,2025-07-29,0.5033,0.4759
gateio,POWERUSDT,2025-12-11,1.1881,0.9186
gateio,POWRUSDT,2025-12-16,1.2647,0.925
gateio,PRAIUSDT,2025-07-02,0.7995,0.5117
gateio,PRAREUSDT,2025-05-19,0.6653,0.4609
gateio,PRCLUSDT,2025-06-22,1.173,0.3177
gateio,PRIMALUSDT,2025-05-15,0.536,1.0536
gateio,PRIMEUSDT,2025-06-23,0.548,0.4159
gateio,PRIMEXUSDT,2025-07-13,0.7008,1.8185
gateio,PRLUSDT,2026-03-25,0.8831,0.9905
gateio,PROUSDT,2025-05-15,0.5563,0.6336
gateio,PROMUSDT,2025-06-23,0.6178,0.3017
gateio,PROMPTUSDT,2025-06-27,0.5226,0.4114
gateio,PROPCUSDT,2025-05-25,0.5108,1.3394
gateio,PROSPERUSDT,2025-05-15,0.6347,0.8917
gateio,PROVEUSDT,2025-08-05,1.0501,0.8661
gateio,PSGUSDT,2025-12-16,2.0046,0.9919
gateio,PSIUSDT,2025-06-26,0.5007,0.6935
gateio,PTBUSDT,2025-09-03,2.5531,0.7538
gateio,PUFFERUSDT,2025-07-02,0.9088,0.4733
gateio,PUMPUSDT,2025-07-14,12.762,0.6955
gateio,PUMP3LUSDT,2025-07-26,0.8432,0.768
gateio,PUMP3SUSDT,2025-07-18,2.9154,1.2046
gateio,PUMPBTCUSDT,2025-06-22,0.6998,0.8735
gateio,PUNDIAIUSDT,2025-05-15,1.3215,0.8256
gateio,PUNDIXUSDT,2025-07-02,0.5264,0.4478
gateio,PURRUSDT,2025-05-15,1.3574,0.817
gateio,PUSHUSDT,2025-12-07,0.5049,0.367
gateio,PVPUSDT,2025-12-29,21.9,0.598
gateio,PVUUSDT,2025-08-02,0.574,0.8679
gateio,PYBOBOUSDT,2025-11-21,28.23,0.4307
gateio,PYMUSDT,2025-06-28,0.5268,0.747
gateio,PYRUSDT,2025-10-21,1.0966,0.8025
gateio,PYTHUSDT,2025-07-05,0.5948,0.5209
gateio,PZPUSDT,2025-06-23,0.5902,0.615
gateio,QUSDT,2025-09-02,19.563,0.3491
gateio,QANXUSDT,2025-06-16,0.7126,0.3773
gateio,QBXUSDT,2025-05-15,1.2184,0.9955
gateio,QKAUSDT,2025-07-11,2.2146,0.6058
gateio,QKCUSDT,2025-07-12,0.654,0.7916
gateio,QNTUSDT,2025-11-22,0.5099,0.7501
gateio,QORPOUSDT,2025-06-05,0.5614,1.7842
gateio,QUAIUSDT,2025-06-15,0.5814,1.0823
gateio,R2USDT,2026-03-30,3.76,1.1867
gateio,RADUSDT,2025-12-15,0.5269,0.851
gateio,RADARUSDT,2025-05-15,0.5859,0.8442
gateio,RAIREFLEXINDEXUSDT,2025-08-31,3.8154,0.5224
gateio,RAREUSDT,2025-08-02,0.5098,0.7836
gateio,RARIUSDT,2025-06-22,0.5025,0.9103
gateio,RATINGUSDT,2025-09-14,0.5133,0.6936
gateio,RATSUSDT,2025-09-09,0.5664,0.3915
gateio,RAVEUSDT,2025-12-12,1.9887,0.7746
gateio,RBNTUSDT,2025-06-22,0.5386,0.582
gateio,RCADEUSDT,2025-07-29,0.5659,0.9306
gateio,RDNTUSDT,2025-07-02,0.5521,0.4478
gateio,REACTUSDT,2025-05-30,0.6663,1.109
gateio,READYUSDT,2025-05-15,6.5893,0.7435
gateio,RECALLUSDT,2025-10-17,0.9076,1.375
gateio,RECTUSDT,2025-05-15,0.5075,0.9879
gateio,REDOUSDT,2025-05-15,0.6637,1.021
gateio,REIGNUSDT,2025-06-12,0.5215,0.9673
gateio,REKTCOINUSDT,2025-05-15,0.6163,0.3953
gateio,RENUSDT,2025-05-15,0.6311,0.9778
gateio,RENDERUSDT,2025-11-05,0.5752,1.1578
gateio,REPUSDT,2025-07-13,0.5258,0.713
gateio,REQUSDT,2025-06-23,0.5252,0.8515
gateio,RESOLVUSDT,2025-06-10,3.139,0.8468
gateio,RESOLV3LUSDT,2025-06-11,1.1679,1.8047
gateio,RESOLV3SUSDT,2025-06-11,1.5738,0.628
gateio,REVUUSDT,2025-06-23,0.6223,0.3417
gateio,REZUSDT,2025-06-23,1.4421,0.6492
gateio,RFCUSDT,2025-05-31,0.635,1.2168
gateio,RFRMUSDT,2025-07-27,7.2847,1.0107
gateio,RHEAUSDT,2025-07-30,7.9445,0.9441
gateio,RIDEUSDT,2025-11-21,0.6563,1.2955
gateio,RIFUSDT,2026-03-30,0.5122,0.4639
gateio,RINGUSDT,2025-05-16,0.5471,1.1724
gateio,RITEUSDT,2025-05-15,1.0969,1.4147
gateio,RIVER3LUSDT,2026-02-02,1.3088,1.7544
gateio,RIVER3SUSDT,2026-01-28,12.9935,1.0733
gateio,RIZUSDT,2025-05-15,1.996,0.471
gateio,RLCUSDT,2025-07-05,0.5197,0.6058
gateio,RLSUSDT,2026-03-18,0.5116,1.4194
gateio,RNBWUSDT,2026-02-24,0.598,1.1157
gateio,ROAUSDT,2025-05-15,1.9024,1.0564
gateio,ROAMUSDT,2025-05-31,0.537,1.26
gateio,ROBOUSDT,2026-02-27,5.2242,0.6802
gateio,RONUSDT,2025-06-15,0.7312,0.9835
gateio,ROOBEEUSDT,2025-06-01,0.5271,1.4337
gateio,ROOTUSDT,2025-05-16,0.9667,1.0697
gateio,ROSEUSDT,2025-10-22,0.5592,0.4611
gateio,ROUTEUSDT,2025-07-05,0.6842,0.4928
gateio,RPLUSDT,2025-05-24,0.5941,0.5266
gateio,RSCUSDT,2025-06-06,0.5338,0.9979
gateio,RSS3USDT,2025-08-02,0.56,0.8953
gateio,RTFUSDT,2025-11-09,0.5355,0.5912
gateio,RUNWAGOUSDT,2025-09-18,9.7778,0.989
gateio,RVNUSDT,2025-05-18,1.0407,0.9247
gateio,RVVUSDT,2025-10-18,2.3999,1.1776
gateio,RWAUSDT,2025-05-22,0.6935,1.7465
gateio,RWAINCUSDT,2025-05-15,0.731,1.4791
gateio,RZTOUSDT,2025-10-18,4.5552,1.1307
gateio,RedLangUSDT,2025-07-09,0.5396,0.4051
gateio,SUSDT,2025-11-04,0.5921,1.2502
gateio,SAASUSDT,2025-07-01,0.773,0.597
gateio,SAFEUSDT,2025-05-17,0.52,1.1604
gateio,SAFFRONFIUSDT,2025-05-15,0.7576,0.8446
gateio,SAGAUSDT,2025-06-23,0.7768,0.4677
gateio,SAHARAUSDT,2025-07-06,1.0802,0.8379
gateio,SAIUSDT,2025-05-16,0.644,0.5828
gateio,SAMOUSDT,2025-12-20,1.2759,0.5184
gateio,SANDUSDT,2026-01-01,0.5294,0.5355
gateio,SAND3LUSDT,2025-06-06,0.66,1.4771
gateio,SAND3SUSDT,2025-05-15,1.0398,0.4137
gateio,SANTOSUSDT,2025-07-09,0.5061,0.5795
gateio,SAOUSDT,2025-07-28,0.7548,0.8748
gateio,SAPIENUSDT,2025-09-02,2.2732,0.537
gateio,SATSUSDT,2025-09-09,1.019,0.9159
gateio,SAUBERUSDT,2025-07-06,0.9316,0.831
gateio,SAUCEUSDT,2025-06-18,0.5112,1.0459
gateio,SBETONUSDT,2025-12-30,0.6619,0.6385
gateio,SBRUSDT,2025-05-15,0.5403,1.2284
gateio,SCAUSDT,2025-06-14,0.6118,0.3656
gateio,SCARCITYUSDT,2025-07-01,0.5023,0.4323
gateio,SCCPUSDT,2025-06-12,3.018,1.1501
gateio,SCIHUBUSDT,2025-06-26,2.7509,0.9012
gateio,SCORUSDT,2025-12-18,0.5136,1.9088
gateio,SCRTUSDT,2025-09-23,0.6089,0.915
gateio,SCTUSDT,2025-05-15,0.8962,0.5597
gateio,SDUSDT,2025-05-16,0.5282,1.0302
gateio,SDEXUSDT,2025-11-28,2.3616,0.5881
gateio,SDMUSDT,2025-12-19,0.6242,1.1676
gateio,SEIUSDT,2025-06-07,0.8241,0.5264
gateio,SEI3LUSDT,2025-06-07,2.4916,0.751
gateio,SEI3SUSDT,2025-05-15,0.983,0.3406
gateio,SENTUSDT,2026-01-22,1.1026,0.8742
gateio,SENT3LUSDT,2026-01-30,0.6821,2.289
gateio,SENT3SUSDT,2026-01-30,2.8108,0.9918
gateio,SFIUSDT,2025-05-31,0.5314,1.0374
gateio,SFPUSDT,2025-05-18,0.5045,1.3685
gateio,SFUNDUSDT,2025-05-31,0.5082,0.612
gateio,SGRUSDT,2026-02-24,0.5162,1.0052
gateio,SHELLUSDT,2025-07-07,0.5902,0.3795
gateio,SHFTUSDT,2025-06-26,1.0877,0.7195
gateio,SHIB2USDT,2025-05-15,0.7344,0.7768
gateio,SHIB3SUSDT,2025-05-15,0.8367,0.4158
gateio,SHIB5LUSDT,2025-05-18,0.5066,2.3872
gateio,SHIB5SUSDT,2025-05-15,1.3608,0.5124
gateio,SHIROUSDT,2025-05-22,0.7964,0.956
gateio,SHMUSDT,2025-05-16,0.5257,1.142
gateio,SHPINGUSDT,2025-10-11,0.6776,1.0084
gateio,SHXUSDT,2025-05-25,0.8009,0.3976
gateio,SIDUSUSDT,2025-08-28,0.5694,1.0039
gateio,SIGNUSDT,2025-09-06,0.8297,0.8953
gateio,SINUSDT,2025-08-30,0.7851,0.3877
gateio,SINGLEUSDT,2025-05-28,0.6808,1.1429
gateio,SIRENUSDT,2025-07-23,1.4652,0.481
gateio,SIXUSDT,2025-06-06,0.8431,0.7329
gateio,SKATEUSDT,2025-06-13,0.8527,0.8817
gateio,SKOPUSDT,2025-05-23,0.6569,0.3249
gateio,SKRUSDT,2026-01-21,24.6697,0.7726
gateio,SKYAUSDT,2025-05-16,0.6161,1.4087
gateio,SLCUSDT,2025-05-15,1.8107,0.6115
gateio,SLERFUSDT,2025-12-04,0.5003,1.3196
gateio,SLIMUSDT,2025-11-15,0.7101,0.5144
gateio,SLPUSDT,2025-07-05,1.1314,0.5017
gateio,SLV3LUSDT,2026-02-11,0.5992,0.6417
gateio,SLV3SUSDT,2026-01-26,2.2183,1.1217
gateio,SLVONUSDT,2025-12-10,0.5235,0.6241
gateio,SMARTUSDT,2025-05-22,2.2587,0.8708
gateio,SMBUSDT,2025-05-29,0.5746,0.7775
gateio,SMTXUSDT,2025-05-16,0.5985,1.2588
gateio,SMURFCATUSDT,2025-06-02,0.5108,1.1031
gateio,SMXUSDT,2025-08-06,0.6717,1.039
gateio,SNEKUSDT,2025-06-23,0.9841,0.3283
gateio,SNFT1USDT,2025-07-27,0.537,0.4774
gateio,SNTUSDT,2025-05-15,1.2718,0.8114
gateio,SOGNIUSDT,2025-07-02,0.904,1.297
gateio,SOILUSDT,2025-05-24,0.5307,0.8436
gateio,SOL3LUSDT,2025-06-06,0.5606,1.5436
gateio,SOL3SUSDT,2025-05-19,0.5554,0.3954
gateio,SOL5LUSDT,2025-05-18,0.5236,2.2625
gateio,SOL5SUSDT,2025-05-15,0.6295,0.5173
gateio,SOMIUSDT,2025-09-02,1.7198,0.778
gateio,SONICUSDT,2025-12-24,0.5036,0.7633
gateio,SOONUSDT,2025-05-23,11.916,0.7095
gateio,SOPHUSDT,2025-05-28,1.6633,0.7665
gateio,SOPHIAUSDT,2025-05-20,0.5283,1.0406
gateio,SOSOUSDT,2025-06-07,0.7038,0.5524
gateio,SOULUSDT,2025-08-03,0.5847,1.177
gateio,SOVRNUSDT,2025-05-22,0.5135,1.3636
gateio,SPAUSDT,2025-07-06,0.5142,0.8059
gateio,SPARKLETUSDT,2025-05-30,0.6635,0.9529
gateio,SPECUSDT,2025-06-21,0.5875,0.9142
gateio,SPELLFIREUSDT,2025-07-14,7.6356,0.5693
gateio,SPFCUSDT,2025-05-29,0.5617,1.4447
gateio,SPKUSDT,2025-07-05,5.3087,0.5399
gateio,SPOUSDT,2026-03-05,0.9003,0.7373
gateio,SPONUSDT,2025-07-29,1.0643,1.4106
gateio,SPSUSDT,2026-01-10,0.6506,0.9791
gateio,SPURSUSDT,2025-06-07,0.5398,0.9078
